year,make,model,price,miles,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,motor_type,standard_type,epa_rating_city,total_actual_miles,total_actual_fuel,epa_expected_fuel,actual_fuel_economy_geotab,percent_difference_actual_to_epa,estimated_fuel_costs_per_gallon,fuel_costs_per_mile
2010,Toyota,Prius,10998.0,70734.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7790.0,146232.0,V,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,10995.0,56000.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,6799.0,149841.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9580.0,92628.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9000.0,73079.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8995.0,103328.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9250.0,129002.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8900.0,105766.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,10000.0,88602.0,Base,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7495.0,149534.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,10866.0,80836.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9899.0,177781.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9348.0,79452.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7695.0,133935.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,12997.0,154321.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,5998.0,154803.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9580.0,92628.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9450.0,69961.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9995.0,118479.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8282.0,108965.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7495.0,148710.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8750.0,155122.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,6990.0,168466.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7999.0,121394.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8500.0,134820.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7499.0,141000.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9348.0,79452.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7750.0,129179.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8888.0,130206.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,13990.0,65672.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8199.0,92128.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8995.0,116284.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,6995.0,154664.0,Standard,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8991.0,83533.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8500.0,134820.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,5650.0,178125.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7599.0,169808.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9535.0,95346.0,Standard,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,4995.0,206552.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8995.0,75297.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,10000.0,115450.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9888.0,136715.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,5600.0,157650.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8995.0,154853.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,6995.0,137046.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9000.0,100228.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7498.0,117031.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7999.0,139000.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7100.0,141000.0,Five,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8488.0,138236.0,V,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8900.0,193059.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9491.0,93562.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8995.0,117528.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9194.0,108122.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,10000.0,70980.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9348.0,79452.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9996.0,103726.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,13999.0,48488.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8295.0,108085.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9950.0,93272.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9348.0,79452.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,6799.0,149841.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8990.0,125780.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,12995.0,84149.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7984.0,107631.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8990.0,198293.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7500.0,127733.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,13999.0,48488.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,12995.0,145790.0,Touring,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9990.0,115980.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,13999.0,48488.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9580.0,92628.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9580.0,92628.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9348.0,79452.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8850.0,133621.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9348.0,79452.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8988.0,116265.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,10998.0,70734.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,6895.0,185095.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9580.0,92628.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7495.0,154810.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8906.0,148031.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9383.0,118598.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8995.0,90853.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,6999.0,159006.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8549.0,91424.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7995.0,132000.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7500.0,145075.0,Standard,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,10987.0,113605.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,5563.0,207565.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9348.0,79452.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9535.0,95346.0,Standard,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9877.0,88093.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8990.0,110404.0,One,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7998.0,138774.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,10998.0,70734.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7295.0,151971.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8995.0,145000.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,5760.0,172458.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7099.0,149841.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,4990.0,198228.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9895.0,76654.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,10000.0,115450.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9788.0,95441.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7994.0,120197.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,10998.0,70734.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9994.0,82977.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,5900.0,164080.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,5950.0,138620.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9788.0,95441.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,13981.0,28823.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8990.0,91660.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8998.0,70643.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7489.0,130680.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,11698.0,115110.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,6799.0,149841.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9500.0,87270.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8400.0,83271.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,7999.0,119283.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,9348.0,79452.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8490.0,106547.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8534.0,145860.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8999.0,153624.0,II,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,8570.0,158430.0,IV,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,6999.0,149340.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,6995.0,97766.0,III,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
2010,Toyota,Prius,13599.0,80433.0,V,Hatchback,Car,FWD,Automatic,Electric / Unleaded,1.8,Hybrid,SEDAN,51,266257,5760.0,5220.73,46.23,-0.09,"$14,400.00 ",$0.05 
